[31, 31]
(0, 30)
(15,15)
(1, 0, 1, 1)
(30, 0, 1, 1)
(3, 1, 1, 1)
(5, 1, 1, 1)
(6, 1, 1, 1)
(7, 1, 1, 1)
(8, 1, 1, 1)
(9, 1, 1, 1)
(10, 1, 1, 1)
(11, 1, 1, 1)
(12, 1, 1, 1)
(13, 1, 1, 1)
(14, 1, 1, 1)
(15, 1, 1, 1)
(16, 1, 1, 1)
(17, 1, 1, 1)
(18, 1, 1, 1)
(19, 1, 1, 1)
(20, 1, 1, 1)
(21, 1, 1, 1)
(22, 1, 1, 1)
(23, 1, 1, 1)
(24, 1, 1, 1)
(25, 1, 1, 1)
(26, 1, 1, 1)
(28, 1, 1, 1)
(1, 2, 1, 1)
(2, 2, 1, 1)
(3, 2, 1, 1)
(5, 2, 1, 1)
(13, 2, 1, 1)
(21, 2, 1, 1)
(26, 2, 1, 1)
(27, 2, 1, 1)
(28, 2, 1, 1)
(29, 2, 1, 1)
(5, 3, 1, 1)
(7, 3, 1, 1)
(8, 3, 1, 1)
(9, 3, 1, 1)
(10, 3, 1, 1)
(11, 3, 1, 1)
(13, 3, 1, 1)
(15, 3, 1, 1)
(16, 3, 1, 1)
(17, 3, 1, 1)
(18, 3, 1, 1)
(19, 3, 1, 1)
(23, 3, 1, 1)
(29, 3, 1, 1)
(1, 4, 1, 1)
(2, 4, 1, 1)
(3, 4, 1, 1)
(5, 4, 1, 1)
(7, 4, 1, 1)
(11, 4, 1, 1)
(15, 4, 1, 1)
(19, 4, 1, 1)
(20, 4, 1, 1)
(21, 4, 1, 1)
(22, 4, 1, 1)
(23, 4, 1, 1)
(24, 4, 1, 1)
(25, 4, 1, 1)
(26, 4, 1, 1)
(27, 4, 1, 1)
(29, 4, 1, 1)
(5, 5, 1, 1)
(9, 5, 1, 1)
(17, 5, 1, 1)
(26, 5, 1, 1)
(29, 5, 1, 1)
(1, 6, 1, 1)
(2, 6, 1, 1)
(3, 6, 1, 1)
(4, 6, 1, 1)
(5, 6, 1, 1)
(6, 6, 1, 1)
(7, 6, 1, 1)
(8, 6, 1, 1)
(9, 6, 1, 1)
(10, 6, 1, 1)
(11, 6, 1, 1)
(12, 6, 1, 1)
(13, 6, 1, 1)
(14, 6, 1, 1)
(15, 6, 1, 1)
(16, 6, 1, 1)
(17, 6, 1, 1)
(18, 6, 1, 1)
(19, 6, 1, 1)
(20, 6, 1, 1)
(21, 6, 1, 1)
(22, 6, 1, 1)
(23, 6, 1, 1)
(24, 6, 1, 1)
(26, 6, 1, 1)
(29, 6, 1, 1)
(1, 7, 1, 1)
(5, 7, 1, 1)
(9, 7, 1, 1)
(17, 7, 1, 1)
(21, 7, 1, 1)
(26, 7, 1, 1)
(28, 7, 1, 1)
(29, 7, 1, 1)
(1, 8, 1, 1)
(5, 8, 1, 1)
(9, 8, 1, 1)
(13, 8, 1, 1)
(21, 8, 1, 1)
(26, 8, 1, 1)
(29, 8, 1, 1)
(1, 9, 1, 1)
(3, 9, 1, 1)
(5, 9, 1, 1)
(7, 9, 1, 1)
(11, 9, 1, 1)
(13, 9, 1, 1)
(15, 9, 1, 1)
(17, 9, 1, 1)
(19, 9, 1, 1)
(23, 9, 1, 1)
(24, 9, 1, 1)
(25, 9, 1, 1)
(26, 9, 1, 1)
(27, 9, 1, 1)
(29, 9, 1, 1)
(1, 10, 1, 1)
(3, 10, 1, 1)
(7, 10, 1, 1)
(11, 10, 1, 1)
(15, 10, 1, 1)
(19, 10, 1, 1)
(23, 10, 1, 1)
(29, 10, 1, 1)
(1, 11, 1, 1)
(3, 11, 1, 1)
(4, 11, 1, 1)
(5, 11, 1, 1)
(6, 11, 1, 1)
(7, 11, 1, 1)
(8, 11, 1, 1)
(9, 11, 1, 1)
(10, 11, 1, 1)
(11, 11, 1, 1)
(12, 11, 1, 1)
(13, 11, 1, 1)
(14, 11, 1, 1)
(15, 11, 1, 1)
(16, 11, 1, 1)
(17, 11, 1, 1)
(18, 11, 1, 1)
(19, 11, 1, 1)
(20, 11, 1, 1)
(21, 11, 1, 1)
(22, 11, 1, 1)
(23, 11, 1, 1)
(24, 11, 1, 1)
(25, 11, 1, 1)
(27, 11, 1, 1)
(28, 11, 1, 1)
(29, 11, 1, 1)
(1, 12, 1, 1)
(5, 12, 1, 1)
(11, 12, 1, 1)
(19, 12, 1, 1)
(23, 12, 1, 1)
(29, 12, 1, 1)
(1, 13, 1, 1)
(2, 13, 1, 1)
(3, 13, 1, 1)
(5, 13, 1, 1)
(7, 13, 1, 1)
(9, 13, 1, 1)
(10, 13, 1, 1)
(11, 13, 1, 1)
(13, 13, 1, 1)
(15, 13, 1, 1)
(16, 13, 1, 1)
(17, 13, 1, 1)
(19, 13, 1, 1)
(21, 13, 1, 1)
(23, 13, 1, 1)
(24, 13, 1, 1)
(25, 13, 1, 1)
(27, 13, 1, 1)
(28, 13, 1, 1)
(29, 13, 1, 1)
(1, 14, 1, 1)
(5, 14, 1, 1)
(7, 14, 1, 1)
(11, 14, 1, 1)
(13, 14, 1, 1)
(17, 14, 1, 1)
(21, 14, 1, 1)
(29, 14, 1, 1)
(1, 15, 1, 1)
(3, 15, 1, 1)
(4, 15, 1, 1)
(5, 15, 1, 1)
(7, 15, 1, 1)
(8, 15, 1, 1)
(9, 15, 1, 1)
(11, 15, 1, 1)
(13, 15, 1, 1)
(17, 15, 1, 1)
(18, 15, 1, 1)
(19, 15, 1, 1)
(20, 15, 1, 1)
(21, 15, 1, 1)
(22, 15, 1, 1)
(23, 15, 1, 1)
(24, 15, 1, 1)
(25, 15, 1, 1)
(27, 15, 1, 1)
(28, 15, 1, 1)
(29, 15, 1, 1)
(1, 16, 1, 1)
(3, 16, 1, 1)
(7, 16, 1, 1)
(11, 16, 1, 1)
(13, 16, 1, 1)
(17, 16, 1, 1)
(19, 16, 1, 1)
(29, 16, 1, 1)
(1, 17, 1, 1)
(3, 17, 1, 1)
(5, 17, 1, 1)
(6, 17, 1, 1)
(7, 17, 1, 1)
(9, 17, 1, 1)
(10, 17, 1, 1)
(11, 17, 1, 1)
(13, 17, 1, 1)
(14, 17, 1, 1)
(15, 17, 1, 1)
(16, 17, 1, 1)
(17, 17, 1, 1)
(19, 17, 1, 1)
(21, 17, 1, 1)
(23, 17, 1, 1)
(24, 17, 1, 1)
(25, 17, 1, 1)
(26, 17, 1, 1)
(27, 17, 1, 1)
(28, 17, 1, 1)
(29, 17, 1, 1)
(1, 18, 1, 1)
(3, 18, 1, 1)
(5, 18, 1, 1)
(11, 18, 1, 1)
(21, 18, 1, 1)
(29, 18, 1, 1)
(1, 19, 1, 1)
(5, 19, 1, 1)
(7, 19, 1, 1)
(8, 19, 1, 1)
(9, 19, 1, 1)
(10, 19, 1, 1)
(11, 19, 1, 1)
(12, 19, 1, 1)
(13, 19, 1, 1)
(14, 19, 1, 1)
(15, 19, 1, 1)
(16, 19, 1, 1)
(17, 19, 1, 1)
(18, 19, 1, 1)
(19, 19, 1, 1)
(20, 19, 1, 1)
(21, 19, 1, 1)
(22, 19, 1, 1)
(23, 19, 1, 1)
(24, 19, 1, 1)
(25, 19, 1, 1)
(26, 19, 1, 1)
(29, 19, 1, 1)
(1, 20, 1, 1)
(2, 20, 1, 1)
(3, 20, 1, 1)
(4, 20, 1, 1)
(5, 20, 1, 1)
(7, 20, 1, 1)
(11, 20, 1, 1)
(13, 20, 1, 1)
(17, 20, 1, 1)
(19, 20, 1, 1)
(25, 20, 1, 1)
(29, 20, 1, 1)
(1, 21, 1, 1)
(7, 21, 1, 1)
(9, 21, 1, 1)
(11, 21, 1, 1)
(13, 21, 1, 1)
(17, 21, 1, 1)
(19, 21, 1, 1)
(23, 21, 1, 1)
(24, 21, 1, 1)
(25, 21, 1, 1)
(27, 21, 1, 1)
(28, 21, 1, 1)
(29, 21, 1, 1)
(1, 22, 1, 1)
(3, 22, 1, 1)
(4, 22, 1, 1)
(5, 22, 1, 1)
(6, 22, 1, 1)
(7, 22, 1, 1)
(9, 22, 1, 1)
(15, 22, 1, 1)
(21, 22, 1, 1)
(23, 22, 1, 1)
(25, 22, 1, 1)
(29, 22, 1, 1)
(1, 23, 1, 1)
(5, 23, 1, 1)
(9, 23, 1, 1)
(15, 23, 1, 1)
(21, 23, 1, 1)
(23, 23, 1, 1)
(25, 23, 1, 1)
(26, 23, 1, 1)
(27, 23, 1, 1)
(29, 23, 1, 1)
(1, 24, 1, 1)
(2, 24, 1, 1)
(3, 24, 1, 1)
(5, 24, 1, 1)
(7, 24, 1, 1)
(8, 24, 1, 1)
(9, 24, 1, 1)
(10, 24, 1, 1)
(11, 24, 1, 1)
(13, 24, 1, 1)
(14, 24, 1, 1)
(15, 24, 1, 1)
(16, 24, 1, 1)
(17, 24, 1, 1)
(19, 24, 1, 1)
(20, 24, 1, 1)
(21, 24, 1, 1)
(23, 24, 1, 1)
(29, 24, 1, 1)
(1, 25, 1, 1)
(5, 25, 1, 1)
(9, 25, 1, 1)
(11, 25, 1, 1)
(12, 25, 1, 1)
(13, 25, 1, 1)
(17, 25, 1, 1)
(18, 25, 1, 1)
(19, 25, 1, 1)
(23, 25, 1, 1)
(29, 25, 1, 1)
(1, 26, 1, 1)
(3, 26, 1, 1)
(4, 26, 1, 1)
(5, 26, 1, 1)
(6, 26, 1, 1)
(7, 26, 1, 1)
(9, 26, 1, 1)
(15, 26, 1, 1)
(21, 26, 1, 1)
(22, 26, 1, 1)
(23, 26, 1, 1)
(25, 26, 1, 1)
(26, 26, 1, 1)
(27, 26, 1, 1)
(28, 26, 1, 1)
(29, 26, 1, 1)
(1, 27, 1, 1)
(3, 27, 1, 1)
(9, 27, 1, 1)
(11, 27, 1, 1)
(12, 27, 1, 1)
(13, 27, 1, 1)
(14, 27, 1, 1)
(15, 27, 1, 1)
(16, 27, 1, 1)
(17, 27, 1, 1)
(18, 27, 1, 1)
(19, 27, 1, 1)
(20, 27, 1, 1)
(21, 27, 1, 1)
(23, 27, 1, 1)
(25, 27, 1, 1)
(3, 28, 1, 1)
(5, 28, 1, 1)
(6, 28, 1, 1)
(7, 28, 1, 1)
(8, 28, 1, 1)
(9, 28, 1, 1)
(25, 28, 1, 1)
(27, 28, 1, 1)
(29, 28, 1, 1)
(1, 29, 1, 1)
(2, 29, 1, 1)
(3, 29, 1, 1)
(5, 29, 1, 1)
(7, 29, 1, 1)
(9, 29, 1, 1)
(10, 29, 1, 1)
(11, 29, 1, 1)
(12, 29, 1, 1)
(13, 29, 1, 1)
(14, 29, 1, 1)
(15, 29, 1, 1)
(16, 29, 1, 1)
(17, 29, 1, 1)
(18, 29, 1, 1)
(19, 29, 1, 1)
(20, 29, 1, 1)
(21, 29, 1, 1)
(22, 29, 1, 1)
(23, 29, 1, 1)
(24, 29, 1, 1)
(25, 29, 1, 1)
(26, 29, 1, 1)
(27, 29, 1, 1)
(28, 29, 1, 1)
(29, 29, 1, 1)
(1, 30, 1, 1)
